created_at,entry_id,field1,field2,field3,field4,field5,field6,latitude,longitude,elevation,status.
2021-12-22T16:03:27+01:00,249,31.21,22.48,1009.56,22.40,31.90,"$GNGGA,150322.000,4900.5246,N,00825.5800,E,2,5,1.22,93.6,M,47.9,M,,*7E",,,,
2021-12-22T16:03:47+01:00,250,31.21,22.51,1009.56,20.10,29.30,"$GNGGA,150342.000,4900.5164,N,00825.5498,E,2,5,1.22,73.7,M,47.9,M,,*79",,,,
2021-12-22T16:04:07+01:00,251,31.20,22.56,1009.56,19.50,25.20,"$GNGGA,150402.000,4900.5165,N,00825.5506,E,2,5,1.21,58.0,M,47.9,M,,*70",,,,
2021-12-22T16:04:28+01:00,252,31.20,22.51,1009.57,18.60,21.10,"$GNGGA,150423.000,4900.5176,N,00825.5489,E,2,5,1.21,57.2,M,47.9,M,,*7A",,,,
2021-12-22T16:04:48+01:00,253,31.19,22.49,1009.57,19.60,23.50,"$GNGGA,150443.000,4900.5181,N,00825.5502,E,2,5,1.21,55.7,M,47.9,M,,*71",,,,
2021-12-22T16:05:08+01:00,254,31.19,22.54,1009.57,20.00,24.30,"$GNGGA,150503.000,4900.5149,N,00825.5439,E,2,5,1.21,56.5,M,47.9,M,,*78",,,,
2021-12-22T16:05:30+01:00,255,31.19,22.59,1009.56,21.30,27.50,"$GNGGA,150525.000,4900.5143,N,00825.5454,E,2,5,1.21,59.7,M,47.9,M,,*70",,,,
2021-12-22T16:05:50+01:00,256,31.19,22.61,1009.57,21.00,28.20,"$GNGGA,150545.000,4900.5146,N,00825.5406,E,2,5,1.21,64.1,M,47.9,M,,*7C",,,,
2021-12-22T16:06:10+01:00,257,31.20,22.62,1009.57,20.90,28.30,"$GNGGA,150605.000,4900.5152,N,00825.5332,E,2,5,1.21,69.0,M,47.9,M,,*72",,,,
2021-12-22T16:06:31+01:00,258,31.20,22.70,1009.57,20.40,29.60,"$GNGGA,150626.000,4900.5171,N,00825.5432,E,2,4,7.29,73.5,M,47.9,M,,*74",,,,
2021-12-22T16:06:53+01:00,259,31.19,22.78,1009.57,19.80,25.30,"$GNGGA,150646.000,4900.5123,N,00825.5713,E,2,4,2.07,75.8,M,47.9,M,,*77",,,,
2021-12-22T16:07:14+01:00,260,31.19,22.85,1009.57,20.20,22.70,"$GNGGA,150709.000,4900.5099,N,00825.5840,E,2,4,2.08,76.8,M,47.9,M,,*78",,,,
2021-12-22T16:07:35+01:00,261,31.18,22.91,1009.57,21.00,25.50,"$GNGGA,150730.000,4900.5112,N,00825.5730,E,2,5,1.20,82.0,M,47.9,M,,*73",,,,
2021-12-22T16:07:55+01:00,262,31.18,22.99,1009.57,21.60,25.70,"$GNGGA,150750.000,4900.5162,N,00825.5401,E,2,5,1.20,89.8,M,47.9,M,,*70",,,,
2021-12-22T16:08:15+01:00,263,31.18,23.05,1009.57,21.80,26.00,"$GNGGA,150810.000,4900.5168,N,00825.5392,E,2,5,1.24,91.8,M,47.9,M,,*71",,,,
2021-12-22T16:08:36+01:00,264,31.18,23.09,1009.57,20.10,23.00,"$GNGGA,150831.000,4900.5175,N,00825.5360,E,2,5,1.20,91.8,M,47.9,M,,*77",,,,
2021-12-22T16:08:56+01:00,265,31.17,23.13,1009.57,20.10,25.50,"$GNGGA,150851.000,4900.5187,N,00825.5242,E,2,5,1.20,92.1,M,47.9,M,,*77",,,,
2021-12-22T16:09:16+01:00,266,31.17,23.19,1009.57,20.40,26.90,"$GNGGA,150911.000,4900.5179,N,00825.5274,E,2,4,2.13,94.2,M,47.9,M,,*71",,,,
2021-12-22T16:09:37+01:00,267,31.17,23.26,1009.57,19.80,28.40,"$GNGGA,150932.000,4900.5201,N,00825.5106,E,2,4,2.14,95.3,M,47.9,M,,*7D",,,,
2021-12-22T16:09:57+01:00,268,31.16,23.30,1009.56,19.60,27.80,"$GNGGA,150952.000,4900.5239,N,00825.4702,E,2,4,2.15,98.0,M,47.9,M,,*7C",,,,
2021-12-22T16:10:17+01:00,269,31.16,23.28,1009.56,17.50,24.60,"$GNGGA,151012.000,4900.5230,N,00825.4776,E,2,5,1.19,99.5,M,47.9,M,,*70",,,,
2021-12-22T16:10:38+01:00,270,31.16,23.36,1009.56,17.80,23.50,"$GNGGA,151033.000,4900.5239,N,00825.4843,E,2,5,1.19,100.6,M,47.9,M,,*41",,,,
2021-12-22T16:10:58+01:00,271,31.15,23.39,1009.56,17.70,24.40,"$GNGGA,151053.000,4900.5240,N,00825.4823,E,2,5,1.23,101.9,M,47.9,M,,*48",,,,
2021-12-22T16:11:18+01:00,272,31.13,23.48,1009.56,18.40,28.50,"$GNGGA,151113.000,4900.5214,N,00825.5175,E,2,5,1.23,102.4,M,47.9,M,,*49",,,,
2021-12-22T16:11:39+01:00,273,31.10,23.55,1009.56,18.80,25.70,"$GNGGA,151134.000,4900.5175,N,00825.5432,E,2,5,1.19,99.0,M,47.9,M,,*70",,,,
2021-12-22T16:11:59+01:00,274,31.07,23.62,1009.55,19.40,23.90,"$GNGGA,151154.000,4900.5173,N,00825.5392,E,2,5,1.19,99.1,M,47.9,M,,*7C",,,,
2021-12-22T16:12:19+01:00,275,31.04,23.70,1009.55,19.50,20.50,"$GNGGA,151214.000,4900.5204,N,00825.5306,E,2,5,1.19,99.3,M,47.9,M,,*77",,,,
2021-12-22T16:12:40+01:00,276,31.01,23.78,1009.56,20.30,23.90,"$GNGGA,151235.000,4900.5195,N,00825.5337,E,2,5,1.18,99.2,M,47.9,M,,*7D",,,,
2021-12-22T16:13:00+01:00,277,30.98,23.87,1009.56,18.90,22.00,"$GNGGA,151255.000,4900.5177,N,00825.5322,E,2,5,1.18,98.6,M,47.9,M,,*76",,,,
2021-12-22T16:13:20+01:00,278,30.96,23.93,1009.57,20.00,23.60,"$GNGGA,151315.000,4900.5146,N,00825.5346,E,2,4,2.24,97.7,M,47.9,M,,*70",,,,
2021-12-22T16:13:41+01:00,279,30.93,24.01,1009.58,19.80,22.20,"$GNGGA,151336.000,4900.5224,N,00825.5093,E,2,4,2.26,97.6,M,47.9,M,,*7E",,,,
2021-12-22T16:14:01+01:00,280,30.90,24.07,1009.57,22.40,25.30,"$GNGGA,151356.000,4900.5194,N,00825.5272,E,2,5,1.22,96.7,M,47.9,M,,*7B",,,,
2021-12-22T16:14:21+01:00,281,30.88,24.15,1009.57,21.30,26.40,"$GNGGA,151416.000,4900.5208,N,00825.5257,E,2,5,1.18,95.3,M,47.9,M,,*77",,,,
2021-12-22T16:14:42+01:00,282,30.86,24.23,1009.57,20.00,24.90,"$GNGGA,151437.000,4900.5169,N,00825.5236,E,2,3,11.20,92.0,M,47.9,M,,*4F",,,,
2021-12-22T16:15:02+01:00,283,30.84,24.37,1009.57,19.10,24.00,"$GNGGA,151457.000,4900.5111,N,00825.5153,E,2,4,1.19,91.7,M,47.9,M,,*7E",,,,
2021-12-22T16:15:22+01:00,284,30.83,24.38,1009.58,19.00,21.40,"$GNGGA,151517.000,4900.5083,N,00825.5415,E,2,4,1.19,91.4,M,47.9,M,,*75",,,,
2021-12-22T16:15:43+01:00,285,30.81,24.43,1009.58,19.20,23.30,"$GNGGA,151538.000,4900.5110,N,00825.5539,E,2,4,1.19,91.9,M,47.9,M,,*71",,,,
2021-12-22T16:16:03+01:00,286,30.80,24.46,1009.57,20.30,27.90,"$GNGGA,151558.000,4900.5131,N,00825.5537,E,2,4,1.66,92.1,M,47.9,M,,*79",,,,
2021-12-22T16:16:23+01:00,287,30.79,24.47,1009.56,20.60,29.10,"$GNGGA,151618.000,4900.5125,N,00825.5438,E,2,5,1.17,92.7,M,47.9,M,,*74",,,,
2021-12-22T16:16:44+01:00,288,30.77,24.49,1009.57,19.40,26.10,"$GNGGA,151639.000,4900.5124,N,00825.5203,E,2,5,1.17,91.9,M,47.9,M,,*75",,,,
2021-12-22T16:17:04+01:00,289,30.76,24.54,1009.57,17.70,20.00,"$GNGGA,151659.000,4900.5143,N,00825.5313,E,2,5,1.17,90.9,M,47.9,M,,*73",,,,
2021-12-22T16:17:24+01:00,290,30.74,24.58,1009.56,18.30,21.90,"$GNGGA,151719.000,4900.5199,N,00825.5253,E,2,5,1.17,89.8,M,47.9,M,,*7D",,,,
2021-12-22T16:17:45+01:00,291,30.73,24.65,1009.56,19.40,27.60,"$GNGGA,151740.000,4900.5160,N,00825.5383,E,2,5,1.17,90.1,M,47.9,M,,*7A",,,,
2021-12-22T16:18:05+01:00,292,30.71,24.71,1009.56,19.40,30.10,"$GNGGA,151800.000,4900.5146,N,00825.5270,E,2,5,1.17,91.1,M,47.9,M,,*79",,,,
2021-12-22T16:18:26+01:00,293,30.70,24.76,1009.55,19.10,28.70,"$GNGGA,151821.000,4900.5109,N,00825.5302,E,2,5,1.17,91.1,M,47.9,M,,*75",,,,
2021-12-22T16:18:47+01:00,294,30.69,24.77,1009.55,18.90,28.90,"$GNGGA,151842.000,4900.5081,N,00825.5333,E,2,4,1.18,92.1,M,47.9,M,,*7E",,,,
2021-12-22T16:19:07+01:00,295,30.68,24.74,1009.55,20.00,29.30,"$GNGGA,151902.000,4900.5169,N,00825.4683,E,2,4,2.87,99.5,M,47.9,M,,*79",,,,
2021-12-22T16:19:29+01:00,296,30.68,24.66,1009.54,20.30,30.10,"$GNGGA,151924.000,4900.5169,N,00825.4556,E,2,4,3.85,105.9,M,47.9,M,,*4D",,,,
2021-12-22T16:19:50+01:00,297,30.68,24.51,1009.54,22.30,30.30,"$GNGGA,151945.000,4900.5182,N,00825.4536,E,2,6,1.10,107.4,M,47.9,M,,*4A",,,,
2021-12-22T16:20:10+01:00,298,30.67,24.34,1009.54,20.20,26.80,"$GNGGA,152005.000,4900.5190,N,00825.4518,E,2,5,1.91,105.7,M,47.9,M,,*40",,,,
2021-12-22T16:20:30+01:00,299,30.67,24.11,1009.54,19.50,25.10,"$GNGGA,152025.000,4900.5183,N,00825.4534,E,2,6,1.10,105.3,M,47.9,M,,*40",,,,
2021-12-22T16:20:51+01:00,300,30.67,23.93,1009.55,17.40,22.40,"$GNGGA,152046.000,4900.5169,N,00825.4532,E,2,6,1.10,106.7,M,47.9,M,,*40",,,,
2021-12-22T16:21:11+01:00,301,30.66,23.76,1009.55,19.20,24.20,"$GNGGA,152106.000,4900.5184,N,00825.4576,E,2,6,1.15,108.3,M,47.9,M,,*49",,,,
2021-12-22T16:21:31+01:00,302,30.66,23.63,1009.55,18.40,21.10,"$GNGGA,152126.000,4900.5173,N,00825.4543,E,2,6,1.15,109.9,M,47.9,M,,*4E",,,,
2021-12-22T16:21:51+01:00,303,30.65,23.50,1009.55,17.90,19.80,"$GNGGA,152146.000,4900.5169,N,00825.4526,E,2,6,1.15,111.0,M,47.9,M,,*40",,,,
2021-12-22T16:22:11+01:00,304,30.65,23.41,1009.55,16.80,17.70,"$GNGGA,152206.000,4900.5172,N,00825.4537,E,2,6,1.15,112.8,M,47.9,M,,*46",,,,
2021-12-22T16:22:31+01:00,305,30.65,23.31,1009.55,16.70,17.60,"$GNGGA,152226.000,4900.5176,N,00825.4530,E,2,7,0.98,112.8,M,47.9,M,,*42",,,,
2021-12-22T16:22:52+01:00,306,30.65,23.23,1009.55,18.20,20.90,"$GNGGA,152247.000,4900.5178,N,00825.4558,E,2,6,1.15,112.9,M,47.9,M,,*41",,,,
2021-12-22T16:23:12+01:00,307,30.65,23.18,1009.54,18.00,25.10,"$GNGGA,152307.000,4900.5164,N,00825.4559,E,2,6,1.15,115.7,M,47.9,M,,*41",,,,
2021-12-22T16:23:33+01:00,308,30.65,23.12,1009.54,18.30,22.90,"$GNGGA,152328.000,4900.5170,N,00825.4561,E,2,6,1.15,119.4,M,47.9,M,,*4D",,,,
2021-12-22T16:23:53+01:00,309,30.64,23.08,1009.53,17.80,20.00,"$GNGGA,152348.000,4900.5199,N,00825.4355,E,2,6,1.14,116.5,M,47.9,M,,*42",,,,
2021-12-22T16:24:13+01:00,310,30.64,23.05,1009.54,17.30,18.20,"$GNGGA,152408.000,4900.5195,N,00825.4318,E,2,5,1.95,116.9,M,47.9,M,,*42",,,,
2021-12-22T16:24:34+01:00,311,30.64,23.04,1009.52,17.90,21.50,"$GNGGA,152429.000,4900.5205,N,00825.4377,E,2,5,1.95,116.7,M,47.9,M,,*4C",,,,
2021-12-22T16:24:54+01:00,312,30.64,22.99,1009.53,17.70,24.20,"$GNGGA,152449.000,4900.5204,N,00825.4404,E,2,5,1.95,117.5,M,47.9,M,,*4B",,,,
2021-12-22T16:25:14+01:00,313,30.64,22.97,1009.52,18.10,24.30,"$GNGGA,152509.000,4900.5192,N,00825.4351,E,2,6,1.14,120.3,M,47.9,M,,*4D",,,,
2021-12-22T16:25:35+01:00,314,30.64,22.97,1009.52,17.20,23.40,"$GNGGA,152530.000,4900.5176,N,00825.4412,E,2,6,1.14,122.5,M,47.9,M,,*49",,,,
2021-12-22T16:25:55+01:00,315,30.63,22.96,1009.52,16.50,20.60,"$GNGGA,152550.000,4900.5156,N,00825.4552,E,2,6,1.14,123.5,M,47.9,M,,*49",,,,
2021-12-22T16:26:15+01:00,316,30.64,22.94,1009.52,16.90,19.50,"$GNGGA,152610.000,4900.5170,N,00825.4426,E,2,6,1.14,125.9,M,47.9,M,,*42",,,,
2021-12-22T16:26:36+01:00,317,30.64,22.93,1009.53,17.10,21.50,"$GNGGA,152631.000,4900.5171,N,00825.4422,E,2,7,0.97,126.1,M,47.9,M,,*44",,,,
2021-12-22T16:26:56+01:00,318,30.63,22.93,1009.52,18.20,20.90,"$GNGGA,152651.000,4900.5152,N,00825.4400,E,2,6,1.14,127.2,M,47.9,M,,*4A",,,,
2021-12-22T16:27:16+01:00,319,30.63,22.91,1009.52,17.90,21.70,"$GNGGA,152711.000,4900.5130,N,00825.4681,E,2,7,0.97,129.6,M,47.9,M,,*41",,,,
2021-12-22T16:27:37+01:00,320,30.63,22.90,1009.52,17.30,19.50,"$GNGGA,152732.000,4900.5131,N,00825.4883,E,2,7,0.97,129.2,M,47.9,M,,*49",,,,
2021-12-22T16:27:57+01:00,321,30.63,22.89,1009.52,15.90,18.80,"$GNGGA,152752.000,4900.5182,N,00825.4577,E,2,6,1.14,130.7,M,47.9,M,,*47",,,,
2021-12-22T16:28:17+01:00,322,30.63,22.88,1009.52,16.10,20.80,"$GNGGA,152812.000,4900.5186,N,00825.4499,E,2,6,1.13,126.7,M,47.9,M,,*49",,,,
2021-12-22T16:28:38+01:00,323,30.63,22.89,1009.52,16.30,20.80,"$GNGGA,152833.000,4900.5190,N,00825.4437,E,2,6,1.13,124.2,M,47.9,M,,*4E",,,,
2021-12-22T16:28:58+01:00,324,30.63,22.91,1009.52,16.40,21.50,"$GNGGA,152853.000,4900.5191,N,00825.4351,E,2,6,1.13,121.1,M,47.9,M,,*48",,,,
2021-12-22T16:29:18+01:00,325,30.63,22.90,1009.53,16.40,21.80,"$GNGGA,152913.000,4900.5189,N,00825.4375,E,2,7,0.96,120.8,M,47.9,M,,*47",,,,
2021-12-22T16:29:39+01:00,326,30.63,22.89,1009.53,16.00,23.20,"$GNGGA,152934.000,4900.5171,N,00825.4439,E,2,6,1.13,122.1,M,47.9,M,,*4C",,,,
2021-12-22T16:29:59+01:00,327,30.63,22.90,1009.55,16.20,23.10,"$GNGGA,152954.000,4900.5173,N,00825.4459,E,2,6,1.13,125.3,M,47.9,M,,*4B",,,,
2021-12-22T16:30:19+01:00,328,30.63,22.88,1009.55,16.20,20.50,"$GNGGA,153014.000,4900.5194,N,00825.4311,E,2,6,1.13,129.2,M,47.9,M,,*48",,,,
2021-12-22T16:30:40+01:00,329,30.63,22.89,1009.55,16.90,19.60,"$GNGGA,153035.000,4900.5167,N,00825.4454,E,2,6,1.13,129.7,M,47.9,M,,*44",,,,
2021-12-22T16:31:00+01:00,330,30.63,22.87,1009.55,16.80,19.90,"$GNGGA,153055.000,4900.5162,N,00825.4493,E,2,6,1.13,135.5,M,47.9,M,,*43",,,,
2021-12-22T16:31:20+01:00,331,30.63,22.86,1009.55,15.70,18.40,"$GNGGA,153115.000,4900.5112,N,00825.4505,E,2,6,1.00,139.5,M,47.9,M,,*41",,,,
2021-12-22T16:31:41+01:00,332,30.63,22.86,1009.55,16.10,17.00,"$GNGGA,153136.000,4900.5052,N,00825.4492,E,2,7,0.96,144.0,M,47.9,M,,*4A",,,,
2021-12-22T16:32:01+01:00,333,30.63,22.87,1009.55,17.20,18.40,"$GNGGA,153156.000,4900.5146,N,00825.4753,E,2,7,0.96,147.8,M,47.9,M,,*4D",,,,
2021-12-22T16:32:21+01:00,334,30.63,22.85,1009.55,17.80,19.90,"$GNGGA,153216.000,4900.5159,N,00825.4739,E,2,7,0.96,151.9,M,47.9,M,,*4E",,,,
2021-12-22T16:32:41+01:00,335,30.63,22.84,1009.55,16.90,20.50,"$GNGGA,153236.000,4900.5194,N,00825.4803,E,2,7,0.95,156.5,M,47.9,M,,*43",,,,
2021-12-22T16:33:01+01:00,336,30.63,22.85,1009.55,15.60,18.60,"$GNGGA,153256.000,4900.5250,N,00825.4695,E,2,7,0.95,159.9,M,47.9,M,,*4C",,,,
2021-12-22T16:33:21+01:00,337,30.63,22.84,1009.54,15.80,20.70,"$GNGGA,153316.000,4900.5169,N,00825.4572,E,2,6,0.98,161.7,M,47.9,M,,*43",,,,
2021-12-22T16:33:42+01:00,338,30.63,22.84,1009.54,16.10,21.30,"$GNGGA,153337.000,4900.5130,N,00825.4599,E,2,5,1.18,162.8,M,47.9,M,,*4F",,,,
2021-12-22T16:34:02+01:00,339,30.63,22.84,1009.54,16.20,24.00,"$GNGGA,153357.000,4900.5283,N,00825.4787,E,2,5,1.72,159.9,M,47.9,M,,*4A",,,,
2021-12-22T16:34:22+01:00,340,30.64,22.82,1009.53,16.60,21.00,"$GNGGA,153417.000,4900.5352,N,00825.4778,E,2,5,1.72,150.9,M,47.9,M,,*4D",,,,
2021-12-22T16:34:43+01:00,341,30.64,22.82,1009.53,17.10,23.10,"$GNGGA,153438.000,4900.5351,N,00825.4766,E,2,5,1.72,138.2,M,47.9,M,,*49",,,,
2021-12-22T16:35:03+01:00,342,30.64,22.82,1009.52,17.60,21.40,"$GNGGA,153458.000,4900.5376,N,00825.4817,E,2,5,1.71,131.2,M,47.9,M,,*49",,,,
2021-12-22T16:35:23+01:00,343,30.64,22.82,1009.53,18.10,24.70,"$GNGGA,153518.000,4900.5370,N,00825.4843,E,2,5,1.71,126.6,M,47.9,M,,*49",,,,
2021-12-22T16:35:44+01:00,344,30.64,22.81,1009.53,17.90,22.70,"$GNGGA,153539.000,4900.5319,N,00825.4667,E,2,5,1.71,128.9,M,47.9,M,,*4C",,,,
2021-12-22T16:36:04+01:00,345,30.64,22.82,1009.53,17.90,25.40,"$GNGGA,153559.000,4900.5387,N,00825.4741,E,2,5,1.71,124.0,M,47.9,M,,*4D",,,,
2021-12-22T16:36:24+01:00,346,30.65,22.79,1009.53,16.70,24.70,"$GNGGA,153619.000,4900.5351,N,00825.4735,E,2,6,1.38,123.4,M,47.9,M,,*4F",,,,
2021-12-22T16:36:45+01:00,347,30.65,22.81,1009.53,16.50,22.20,"$GNGGA,153640.000,4900.5329,N,00825.4840,E,2,6,1.38,126.0,M,47.9,M,,*40",,,,
2021-12-22T16:37:05+01:00,348,30.65,22.79,1009.54,14.90,20.10,"$GNGGA,153700.000,4900.5353,N,00825.4856,E,2,5,1.57,129.6,M,47.9,M,,*4C",,,,
2021-12-22T16:37:25+01:00,349,30.65,22.78,1009.55,14.90,19.10,"$GNGGA,153720.000,4900.5355,N,00825.4828,E,2,5,1.57,130.6,M,47.9,M,,*49",,,,
2021-12-22T16:37:46+01:00,350,30.65,22.83,1009.56,14.30,21.80,"$GNGGA,153741.000,4900.5311,N,00825.4747,E,2,5,1.57,131.7,M,47.9,M,,*48",,,,
2021-12-22T16:38:06+01:00,351,30.65,22.92,1009.57,15.70,20.50,"$GNGGA,153801.000,4900.5218,N,00825.4705,E,2,6,1.37,134.0,M,47.9,M,,*4A",,,,
2021-12-22T16:38:26+01:00,352,30.66,22.98,1009.57,16.40,19.90,"$GNGGA,153821.000,4900.5224,N,00825.4756,E,2,5,1.69,135.4,M,47.9,M,,*4C",,,,
2021-12-22T16:38:47+01:00,353,30.66,23.08,1009.57,18.60,22.30,"$GNGGA,153842.000,4900.5197,N,00825.4673,E,2,4,1.79,140.0,M,47.9,M,,*42",,,,
2021-12-22T16:39:07+01:00,354,30.66,23.25,1009.58,19.20,22.70,"$GNGGA,153902.000,4900.5228,N,00825.4728,E,2,5,1.69,141.0,M,47.9,M,,*4E",,,,
2021-12-22T16:39:27+01:00,355,30.66,23.41,1009.59,20.10,22.60,"$GNGGA,153922.000,4900.5153,N,00825.4616,E,2,5,1.69,140.2,M,47.9,M,,*4C",,,,
2021-12-22T16:39:48+01:00,356,30.66,23.56,1009.59,20.20,25.80,"$GNGGA,153943.000,4900.5214,N,00825.4671,E,2,5,1.86,136.3,M,47.9,M,,*4B",,,,
2021-12-22T16:40:08+01:00,357,30.65,23.55,1009.60,20.40,32.50,"$GNGGA,154003.000,4900.5206,N,00825.4564,E,2,5,1.68,133.2,M,47.9,M,,*41",,,,
2021-12-22T16:40:28+01:00,358,30.65,23.63,1009.60,20.20,38.40,"$GNGGA,154023.000,4900.5168,N,00825.4474,E,2,5,1.68,129.7,M,47.9,M,,*46",,,,
2021-12-22T16:40:49+01:00,359,30.65,23.73,1009.61,19.70,36.10,"$GNGGA,154044.000,4900.5231,N,00825.4723,E,2,4,2.33,126.5,M,47.9,M,,*48",,,,
2021-12-22T16:41:09+01:00,360,30.64,23.80,1009.61,19.30,31.50,"$GNGGA,154104.000,4900.5244,N,00825.4755,E,2,4,2.32,125.3,M,47.9,M,,*4A",,,,
2021-12-22T16:41:29+01:00,361,30.64,23.87,1009.61,19.00,31.80,"$GNGGA,154124.000,4900.5293,N,00825.4757,E,2,4,2.32,125.2,M,47.9,M,,*41",,,,
2021-12-22T16:41:50+01:00,362,30.64,23.93,1009.62,18.40,36.70,"$GNGGA,154145.000,4900.5265,N,00825.4716,E,2,4,2.32,125.0,M,47.9,M,,*48",,,,
2021-12-22T16:42:11+01:00,363,30.65,23.97,1009.63,17.90,38.30,"$GNGGA,154206.000,4900.5319,N,00825.4823,E,2,5,1.67,121.5,M,47.9,M,,*4C",,,,
2021-12-22T16:42:31+01:00,364,30.66,24.01,1009.63,18.20,32.00,"$GNGGA,154226.000,4900.5264,N,00825.4743,E,2,5,1.67,120.4,M,47.9,M,,*4C",,,,
2021-12-22T16:42:52+01:00,365,30.67,24.04,1009.63,18.60,25.10,"$GNGGA,154247.000,4900.5237,N,00825.4669,E,2,5,1.88,120.7,M,47.9,M,,*46",,,,
2021-12-22T16:43:12+01:00,366,30.67,24.10,1009.63,18.50,21.10,"$GNGGA,154307.000,4900.5216,N,00825.4675,E,2,5,1.67,120.3,M,47.9,M,,*48",,,,
2021-12-22T16:43:32+01:00,367,30.68,24.13,1009.63,18.10,21.70,"$GNGGA,154327.000,4900.5242,N,00825.4668,E,2,4,2.31,120.9,M,47.9,M,,*4C",,,,
2021-12-22T16:43:53+01:00,368,30.69,24.15,1009.64,18.20,23.50,"$GNGGA,154348.000,4900.5241,N,00825.4665,E,2,4,2.31,121.1,M,47.9,M,,*42",,,,
2021-12-22T16:44:13+01:00,369,30.69,24.16,1009.64,18.40,25.80,"$GNGGA,154408.000,4900.5299,N,00825.4667,E,2,4,2.31,121.1,M,47.9,M,,*46",,,,
2021-12-22T16:44:33+01:00,370,30.70,24.23,1009.65,19.30,26.70,"$GNGGA,154429.000,4900.5215,N,00825.4798,E,0,1,,121.3,M,47.9,M,,*5B",,,,
2021-12-22T16:44:54+01:00,371,30.70,24.28,1009.64,18.90,28.30,"$GNGGA,154450.000,4900.5138,N,00825.4714,E,0,3,,135.6,M,32.8,M,,*5C",,,,
2021-12-22T16:45:22+01:00,372,30.70,24.36,1009.63,19.10,27.90,"$GNGGA,154517.000,4900.5243,N,00825.4818,E,6,0,99.99,119.8,M,47.9,M,,*7A",,,,
2021-12-22T16:45:45+01:00,373,30.70,24.42,1009.64,16.40,24.80,"$GNGGA,154540.000,4900.5260,N,00825.4772,E,2,4,1.76,143.0,M,47.9,M,,*4D",,,,
2021-12-22T16:46:06+01:00,374,30.70,24.44,1009.64,16.40,22.20,"$GNGGA,154601.000,4900.5218,N,00825.4647,E,2,4,1.76,84.2,M,47.9,M,,*7B",,,,
2021-12-22T16:46:26+01:00,375,30.70,24.48,1009.63,17.00,23.10,"$GNGGA,154622.000,4900.5217,N,00825.4647,E,0,1,,84.2,M,47.9,M,,*6C",,,,
2021-12-22T16:46:47+01:00,376,30.70,24.50,1009.63,17.40,24.80,"$GNGGA,154642.000,4900.5219,N,00825.4629,E,6,3,15.41,84.5,M,47.9,M,,*40",,,,
2021-12-22T16:47:08+01:00,377,30.71,24.48,1009.62,16.90,24.00,"$GNGGA,154703.000,4900.5166,N,00825.4557,E,2,4,1.76,102.5,M,47.9,M,,*48",,,,
2021-12-22T16:47:44+01:00,378,30.72,24.51,1009.62,17.00,22.90,"$GNGGA,154723.000,4900.5195,N,00825.4591,E,2,4,1.42,109.1,M,47.9,M,,*44",,,,
